t,n,SortTime,CombineTime,TotalTime
2,10000,1909039,256786,2165825
2,10000,2068334,330867,2399201
2,10000,1837218,252131,2089349
2,10000,2522569,475276,2997845
2,10000,1750810,367492,2118302
2,10000,1970733,262061,2232794
2,10000,2597690,501822,3099512
2,10000,1824180,276604,2100784
2,10000,1590422,279555,1869977
2,10000,1955668,254944,2210612
2,20000,3132583,535002,3667585
2,20000,3709666,854620,4564286
2,20000,3141007,611948,3752955
2,20000,3159515,523868,3683383
2,20000,3299709,592953,3892662
2,20000,3316882,637966,3954848
2,20000,3172713,518942,3691655
2,20000,3550644,855357,4406001
2,20000,3214132,479254,3693386
2,20000,3178419,525022,3703441
2,30000,5159408,950457,6109865
2,30000,5073403,1026911,6100314
2,30000,4978310,1714790,6693100
2,30000,5072925,937538,6010463
2,30000,5127358,2590136,7717494
2,30000,4980925,958855,5939780
2,30000,4969179,2535113,7504292
2,30000,4858791,877277,5736068
2,30000,5012202,2382564,7394766
2,30000,5029267,995232,6024499
2,40000,6947827,1073196,8021023
2,40000,7142555,1113271,8255826
2,40000,7183388,1064800,8248188
2,40000,7677422,1356534,9033956
2,40000,7042022,1121061,8163083
2,40000,7268289,1074867,8343156
2,40000,7166504,1035927,8202431
2,40000,6677294,1065864,7743158
2,40000,7066855,1012671,8079526
2,40000,7044772,1021517,8066289
2,50000,9113035,1444454,10557489
2,50000,8610304,1599836,10210140
2,50000,8701110,1380900,10082010
2,50000,8979356,1398538,10377894
2,50000,8840899,1400058,10240957
2,50000,8737777,1375083,10112860
2,50000,8546787,3726736,12273523
2,50000,8591794,1479478,10071272
2,50000,8941958,1321384,10263342
2,50000,9901889,1312570,11214459
2,60000,10699569,1700027,12399596
2,60000,10612760,1619324,12232084
2,60000,10740675,1646751,12387426
2,60000,10593926,1451471,12045397
2,60000,10673222,1450705,12123927
2,60000,10617399,1604320,12221719
2,60000,10794842,1550453,12345295
2,60000,10443508,1472610,11916118
2,60000,10560395,1746088,12306483
2,60000,10735821,1526739,12262560
2,70000,12562843,1764190,14327033
2,70000,12707256,1718485,14425741
2,70000,14353810,1815345,16169155
2,70000,12404109,1849554,14253663
2,70000,13702481,1984292,15686773
2,70000,12846896,1963213,14810109
2,70000,13624121,1829672,15453793
2,70000,12704089,1792644,14496733
2,70000,24592892,1930295,26523187
2,70000,13570458,1759416,15329874
2,80000,14587181,2089624,16676805
2,80000,15906714,1904676,17811390
2,80000,14772103,2073815,16845918
2,80000,14662787,2059230,16722017
2,80000,28591207,2045423,30636630
2,80000,14534195,1991224,16525419
2,80000,14375228,2097259,16472487
2,80000,14421982,2086794,16508776
2,80000,14307493,1937260,16244753
2,80000,14837675,2068935,16906610
2,90000,19203832,2697117,21900949
2,90000,18189749,2285216,20474965
2,90000,16275613,2405857,18681470
2,90000,32247107,2372052,34619159
2,90000,16279428,2334658,18614086
2,90000,16358822,2212053,18570875
2,90000,16302397,2357753,18660150
2,90000,18248944,2409905,20658849
2,90000,16414973,2364157,18779130
2,90000,16502104,2456190,18958294
2,100000,18609400,2543715,21153115
2,100000,18223496,2682935,20906431
2,100000,21306557,2841214,24147771
2,100000,18195508,2456879,20652387
2,100000,18212206,2389383,20601589
2,100000,18263828,2388980,20652808
2,100000,19444364,2610311,22054675
2,100000,18260110,2421258,20681368
2,100000,18258532,2460350,20718882
2,100000,35882786,2452420,38335206
2,100000,18248173,2484716,20732889
2,100000,18234983,2625036,20860019
2,100000,18226235,2500155,20726390
2,100000,18486736,2535212,21021948
2,100000,18885914,2500765,21386679
2,100000,20418595,2456414,22875009
2,100000,18199064,2422075,20621139
2,100000,19424017,2628492,22052509
2,100000,18335947,2427073,20763020
2,100000,22125626,2994247,25119873
2,200000,39380417,5279135,44659552
2,200000,39732341,4964792,44697133
2,200000,40337569,5115519,45453088
2,200000,45152074,5435717,50587791
2,200000,38558101,5093678,43651779
2,200000,40019092,5142844,45161936
2,200000,45190124,5824621,51014745
2,200000,38201690,4845241,43046931
2,200000,39568914,4795647,44364561
2,200000,39428865,4829368,44258233
2,300000,61813464,7543572,69357036
2,300000,60190898,7694087,67884985
2,300000,60016920,7263172,67280092
2,300000,59517396,7560930,67078326
2,300000,60350726,7317738,67668464
2,300000,61747019,7314466,69061485
2,300000,61385807,7669742,69055549
2,300000,60888505,7407641,68296146
2,300000,61159912,7521689,68681601
2,300000,60135042,7343859,67478901
2,400000,82665245,9968123,92633368
2,400000,83106476,10092240,93198716
2,400000,81291079,9984980,91276059
2,400000,80980349,9835851,90816200
2,400000,82130407,9882968,92013375
2,400000,82062053,10140804,92202857
2,400000,81869129,9937730,91806859
2,400000,82036053,9768812,91804865
2,400000,81000710,10004395,91005105
2,400000,83708580,10099072,93807652
2,500000,103067492,12328870,115396362
2,500000,103900362,12513589,116413951
2,500000,104555091,12355567,116910658
2,500000,103940990,12296806,116237796
2,500000,102958389,12389266,115347655
2,500000,103937215,12253897,116191112
2,500000,104248854,12429681,116678535
2,500000,105851484,12461557,118313041
2,500000,104187533,12446760,116634293
2,500000,104878491,12613960,117492451
2,600000,127027057,14956135,141983192
2,600000,126641467,14875104,141516571
2,600000,127311628,15158738,142470366
2,600000,127914024,14752900,142666924
2,600000,126931160,14819843,141751003
2,600000,126840826,14897457,141738283
2,600000,127134894,15202968,142337862
2,600000,125924353,15165201,141089554
2,600000,127099467,14860682,141960149
2,600000,128372284,15066225,143438509
2,700000,150066526,17484393,167550919
2,700000,149647358,17357707,167005065
2,700000,149905726,17590159,167495885
2,700000,148632504,17570821,166203325
2,700000,148228482,17358705,165587187
2,700000,148676040,17440829,166116869
2,700000,149745157,17369432,167114589
2,700000,148426213,17258229,165684442
2,700000,152130111,17571001,169701112
2,700000,150333737,17435764,167769501
2,800000,173956688,19777507,193734195
2,800000,171911024,20095189,192006213
2,800000,171705141,20113268,191818409
2,800000,174246302,19812144,194058446
2,800000,173495695,19887367,193383062
2,800000,172215115,19961531,192176646
2,800000,174028077,19963837,193991914
2,800000,174209544,19887929,194097473
2,800000,172274728,19827314,192102042
2,800000,175356205,19931564,195287769
2,900000,197669503,22390545,220060048
2,900000,194802098,22654769,217456867
2,900000,196733562,22363985,219097547
2,900000,196966307,22508572,219474879
2,900000,222504237,25971045,248475282
2,900000,195053173,22518457,217571630
2,900000,197445067,22570965,220016032
2,900000,195017845,22569327,217587172
2,900000,194553896,22587645,217141541
2,900000,194866921,22565370,217432291
2,1000000,218332607,25053410,243386017
2,1000000,218264395,24985222,243249617
2,1000000,218746485,25202755,243949240
2,1000000,220993035,24909233,245902268
2,1000000,221383452,25001280,246384732
2,1000000,219204276,24925860,244130136
2,1000000,221376238,24935884,246312122
2,1000000,218102240,24968043,243070283
2,1000000,220174794,25060373,245235167
2,1000000,217595923,24944248,242540171
2,1000000,219425422,25044017,244469439
2,1000000,221529712,24961177,246490889
2,1000000,218068936,25190985,243259921
2,1000000,218641243,25049261,243690504
2,1000000,247777425,28988419,276765844
2,1000000,247290589,28802440,276093029
2,1000000,218957837,24882224,243840061
2,1000000,221441393,24879088,246320481
2,1000000,220431680,24792266,245223946
2,1000000,221262218,25030930,246293148
2,2000000,464745742,49815489,514561231
2,2000000,465550799,49653261,515204060
2,2000000,464835330,49761572,514596902
2,2000000,465014412,49650561,514664973
2,2000000,460285067,49866570,510151637
2,2000000,460909537,49855315,510764852
2,2000000,462322805,49918287,512241092
2,2000000,461822835,49810266,511633101
2,2000000,465341532,49994198,515335730
2,2000000,464712946,49851271,514564217
2,3000000,719147707,74801175,793948882
2,3000000,712017000,75031805,787048805
2,3000000,713340870,74918683,788259553
2,3000000,718560143,75062067,793622210
2,3000000,713174426,74580890,787755316
2,3000000,712738764,74798175,787536939
2,3000000,808389368,88484829,896874197
2,3000000,713533591,74298687,787832278
2,3000000,717765918,75000420,792766338
2,3000000,718296372,74874941,793171313
2,4000000,976710068,100091981,1076802049
2,4000000,978969418,100037602,1079007020
2,4000000,977048187,99782980,1076831167
2,4000000,976058565,99904778,1075963343
2,4000000,971677106,99225570,1070902676
2,4000000,966588057,98937750,1065525807
2,4000000,967979616,99215156,1067194772
2,4000000,968572310,99019639,1067591949
2,4000000,968378312,98710904,1067089216
2,4000000,978990314,99766059,1078756373
2,5000000,1241658283,124747807,1366406090
2,5000000,1227631862,123933266,1351565128
2,5000000,1240566951,124951815,1365518766
2,5000000,1226608621,123843785,1350452406
2,5000000,1240081113,124532753,1364613866
2,5000000,1394914721,149122626,1544037347
2,5000000,1398471297,148872754,1547344051
2,5000000,1231293344,124295117,1355588461
2,5000000,1239441937,124933103,1364375040
2,5000000,1229952911,123556950,1353509861
2,6000000,1506595691,150102451,1656698142
2,6000000,1698553302,177978406,1876531708
2,6000000,1492187919,148628346,1640816265
2,6000000,1490567675,148722471,1639290146
2,6000000,1506858943,149592404,1656451347
2,6000000,1490540364,148652807,1639193171
2,6000000,1503736931,149485942,1653222873
2,6000000,1506056052,149354614,1655410666
2,6000000,1492558900,149026791,1641585691
2,6000000,1505079236,149642211,1654721447
2,7000000,1759862503,173402034,1933264537
2,7000000,1764987722,173414885,1938402607
2,7000000,1777686730,174661137,1952347867
2,7000000,1758790600,173463316,1932253916
2,7000000,1761501047,172785138,1934286185
2,7000000,1987250567,203858241,2191108808
2,7000000,1762638920,173081659,1935720579
2,7000000,1762337782,173694524,1936032306
2,7000000,1760210753,173362409,1933573162
2,7000000,1758527029,173386930,1931913959
2,8000000,2311956805,238792845,2550749650
2,8000000,2036162743,198112687,2234275430
2,8000000,2049072308,199793900,2248866208
2,8000000,2027900457,197484588,2225385045
2,8000000,2025390628,197974502,2223365130
2,8000000,2026096270,198006740,2224103010
2,8000000,2028869085,197846819,2226715904
2,8000000,2025586520,198445291,2224031811
2,8000000,2026163074,205722998,2231886072
2,8000000,2025607732,206390690,2231998422
2,9000000,2297988416,222586371,2520574787
2,9000000,2299146694,222483502,2521630196
2,9000000,2620473166,267090429,2887563595
2,9000000,2303730864,222607184,2526338048
2,9000000,2316713901,224943844,2541657745
2,9000000,2556281135,260408919,2816690054
2,9000000,2300784299,222885986,2523670285
2,9000000,2555205301,260892551,2816097852
2,9000000,2298852089,222838921,2521691010
2,9000000,2558504390,261006587,2819510977
2,10000000,2911669878,297981624,3209651502
2,10000000,2568489616,247199220,2815688836
2,10000000,2597456404,249491953,2846948357
2,10000000,2587886356,248870356,2836756712
2,10000000,2600833943,249701523,2850535466
2,10000000,2574999936,256803925,2831803861
2,10000000,2575233390,247227341,2822460731
2,10000000,2839950457,290161936,3130112393
2,10000000,2923842058,299024134,3222866192
2,10000000,2597839067,249772876,2847611943
2,10000000,2597729698,249590081,2847319779
2,10000000,2601694769,249469620,2851164389
2,10000000,2573349187,247247455,2820596642
2,10000000,2581770466,248272851,2830043317
2,10000000,2598123944,250248954,2848372898
2,10000000,2579787769,248353374,2828141143
2,10000000,2578558955,248905474,2827464429
2,10000000,2576574685,248582617,2825157302
2,10000000,2927942919,298144432,3226087351
2,10000000,2596240027,249968676,2846208703
2,20000000,5381194647,511515180,5892709827
2,20000000,5366238196,494854372,5861092568
2,20000000,5433798990,500300225,5934099215
2,20000000,6045115531,574227509,6619343040
2,20000000,6039323553,572139245,6611462798
2,20000000,6089650087,571272263,6660922350
2,20000000,5431593297,500006217,5931599514
2,20000000,6033250112,573190465,6606440577
2,20000000,5375301232,495374208,5870675440
2,20000000,5386620892,495343938,5881964830
2,30000000,8270521596,743012428,9013534024
2,30000000,8349799511,749056752,9098856263
2,30000000,8361865770,749118630,9110984400
2,30000000,8269793273,741809467,9011602740
2,30000000,8271510279,742435877,9013946156
2,30000000,8386404208,750138077,9136542285
2,30000000,8357256362,749393960,9106650322
2,30000000,8263778888,743481837,9007260725
2,30000000,8278420366,742221689,9020642055
2,30000000,8314510236,742794878,9057305114
2,40000000,11374683414,1001235005,12375918419
2,40000000,12457665202,1135256868,13592922070
2,40000000,12450346962,1133185694,13583532656
2,40000000,11330863377,1000034575,12330897952
2,40000000,11343648999,1000755864,12344404863
2,40000000,11229273304,993254830,12222528134
2,40000000,12785243633,1175299117,13960542750
2,40000000,11340457613,1001332930,12341790543
2,40000000,11231302715,993427739,12224730454
2,40000000,12444704943,1136964799,13581669742
2,50000000,14387909312,1253472649,15641381961
2,50000000,14369462992,1250492238,15619955230
2,50000000,14236876103,1273341194,15510217297
2,50000000,14220559214,1239840411,15460399625
2,50000000,14354446715,1252428264,15606874979
2,50000000,15746516201,1416726461,17163242662
2,50000000,14341780255,1249926306,15591706561
2,50000000,15747526935,1421718491,17169245426
2,50000000,14258173351,1240269881,15498443232
2,50000000,14233700936,1274029689,15507730625
2,60000000,19076685556,1692316244,20769001800
2,60000000,17271805538,1485683153,18757488691
2,60000000,17305470619,1489868101,18795338720
2,60000000,17215853078,1484995329,18700848407
2,60000000,17436561983,1499719919,18936281902
2,60000000,19071219051,1700596685,20771815736
2,60000000,17383266096,1499582732,18882848828
2,60000000,19091329934,1706028367,20797358301
2,60000000,17283281369,1487687600,18770968969
2,60000000,19059920088,1693015604,20752935692
2,70000000,20513328167,1749969493,22263297660
2,70000000,23176777874,2044320117,25221097991
2,70000000,23135241821,2042452886,25177694707
2,70000000,20309618343,1780000958,22089619301
2,70000000,20476607459,1752832131,22229439590
2,70000000,20395349822,1736721416,22132071238
2,70000000,23195037384,2041347483,25236384867
2,70000000,23116622961,2046054984,25162677945
2,70000000,20326267985,1781427872,22107695857
2,70000000,20300418506,1736990813,22037409319
2,80000000,26627533708,2338165821,28965699529
2,80000000,23589925787,2003191289,25593117076
2,80000000,23474248299,2031842323,25506090622
2,80000000,23631336119,1999293825,25630629944
2,80000000,23406869971,2033708037,25440578008
2,80000000,26690530344,2337441659,29027972003
2,80000000,26676783199,2332270554,29009053753
2,80000000,23585812314,1998820803,25584633117
2,80000000,26692785805,2336737198,29029523003
2,80000000,23606701323,1999276572,25605977895
2,90000000,26516001548,2286195276,28802196824
2,90000000,26748867860,2249833890,28998701750
2,90000000,26511982830,2287761957,28799744787
2,90000000,26460567575,2231363130,28691930705
2,90000000,26506035534,2284643014,28790678548
2,90000000,26574510477,2235755964,28810266441
2,90000000,26737398602,2251765526,28989164128
2,90000000,26715286430,2248198857,28963485287
2,90000000,26737162481,2250036708,28987199189
2,90000000,26452054599,2225592470,28677647069
2,100000000,29637157607,2547063712,32184221319
2,100000000,29884877055,2499550791,32384427846
2,100000000,29905294139,2499188722,32404482861
2,100000000,29633960082,2540178552,32174138634
2,100000000,29655560947,2551079706,32206640653
2,100000000,29699620956,2484008215,32183629171
2,100000000,33771249053,2910996062,36682245115
2,100000000,29621531914,2540268652,32161800566
2,100000000,29730879603,2484830058,32215709661
2,100000000,33829754071,2916710120,36746464191
4,10000,1180964,418873,1599837
4,10000,1680509,597989,2278498
4,10000,1403337,439881,1843218
4,10000,1537264,444294,1981558
4,10000,1467860,548885,2016745
4,10000,1717418,411566,2128984
4,10000,1810358,460067,2270425
4,10000,1554274,445592,1999866
4,10000,1519521,418675,1938196
4,10000,1520552,416993,1937545
4,20000,1858344,950068,2808412
4,20000,2952516,834524,3787040
4,20000,2360950,1074657,3435607
4,20000,2161866,1001711,3163577
4,20000,2959290,832781,3792071
4,20000,2866649,874246,3740895
4,20000,1891422,882785,2774207
4,20000,3048593,916086,3964679
4,20000,3024306,848824,3873130
4,20000,3033481,1059675,4093156
4,30000,6403168,1256647,7659815
4,30000,7243889,1266467,8510356
4,30000,4708558,3814746,8523304
4,30000,5273600,1358932,6632532
4,30000,5979424,1245389,7224813
4,30000,7041655,1250753,8292408
4,30000,7185577,1224455,8410032
4,30000,6640395,1251586,7891981
4,30000,7123166,1496201,8619367
4,30000,7020632,1262636,8283268
4,40000,8359174,1653438,10012612
4,40000,8346524,1682363,10028887
4,40000,7572519,1911868,9484387
4,40000,6668344,1689351,8357695
4,40000,7019603,1975382,8994985
4,40000,7637466,1660165,9297631
4,40000,7808700,1882120,9690820
4,40000,6796171,1724099,8520270
4,40000,8249803,2099196,10348999
4,40000,8549156,1627243,10176399
4,50000,8492360,2163907,10656267
4,50000,11173666,2274788,13448454
4,50000,9379225,2120715,11499940
4,50000,5401133,2535202,7936335
4,50000,10658229,2613084,13271313
4,50000,8673830,2076256,10750086
4,50000,9714318,2167107,11881425
4,50000,4535893,2253893,6789786
4,50000,8833302,2479177,11312479
4,50000,8348165,2267908,10616073
4,60000,13465708,2947995,16413703
4,60000,11703198,2531470,14234668
4,60000,11190642,2948106,14138748
4,60000,12405556,2803456,15209012
4,60000,6569611,2981150,9550761
4,60000,10693838,2526562,13220400
4,60000,11945911,2508494,14454405
4,60000,10147367,2708452,12855819
4,60000,10959895,2540977,13500872
4,60000,5962572,2913886,8876458
4,70000,11692914,3004156,14697070
4,70000,13863389,3055988,16919377
4,70000,11826416,2986225,14812641
4,70000,11726777,2946145,14672922
4,70000,14577697,3481886,18059583
4,70000,13941443,2990615,16932058
4,70000,12800394,3649110,16449504
4,70000,6832134,2985874,9818008
4,70000,6378080,3252658,9630738
4,70000,11878982,3020016,14898998
4,80000,8161232,4314573,12475805
4,80000,7782430,3773811,11556241
4,80000,8208141,4098313,12306454
4,80000,7280214,3624448,10904662
4,80000,8290148,3712423,12002571
4,80000,7581056,3892957,11474013
4,80000,7822489,4034776,11857265
4,80000,8044168,4066062,12110230
4,80000,8349378,3393924,11743302
4,80000,8444569,3299181,11743750
4,90000,15180626,3989025,19169651
4,90000,8412264,4042191,12454455
4,90000,9293982,3994775,13288757
4,90000,8244084,3932847,12176931
4,90000,9113630,4736568,13850198
4,90000,9324416,3822120,13146536
4,90000,8958136,4612430,13570566
4,90000,8681589,4041253,12722842
4,90000,9096039,4536486,13632525
4,90000,9440186,4481551,13921737
4,100000,11878482,5069511,16947993
4,100000,9682053,4941085,14623138
4,100000,10465851,4439379,14905230
4,100000,11161431,4207010,15368441
4,100000,10416459,4427340,14843799
4,100000,9292126,4220545,13512671
4,100000,10102157,4176985,14279142
4,100000,9231400,4182827,13414227
4,100000,10616726,4721020,15337746
4,100000,10264098,5231691,15495789
4,100000,9241274,4515329,13756603
4,100000,10324198,4208922,14533120
4,100000,10567931,4286108,14854039
4,100000,10333765,5187513,15521278
4,100000,10121646,4171020,14292666
4,100000,10818442,4252170,15070612
4,100000,10155083,5166506,15321589
4,100000,9280484,4582786,13863270
4,100000,9983508,5104903,15088411
4,100000,10048222,4891784,14940006
4,200000,19599577,8726425,28326002
4,200000,19665973,8266704,27932677
4,200000,20609984,8308505,28918489
4,200000,21304229,9590216,30894445
4,200000,19570027,8547144,28117171
4,200000,19790922,8549791,28340713
4,200000,21147745,8810405,29958150
4,200000,36338438,8531959,44870397
4,200000,20519164,8445818,28964982
4,200000,21066894,9630556,30697450
4,300000,30100604,12496347,42596951
4,300000,32507087,14591853,47098940
4,300000,32228436,13867122,46095558
4,300000,30743103,12778496,43521599
4,300000,32937602,14686576,47624178
4,300000,33501342,14246898,47748240
4,300000,32726486,14592832,47319318
4,300000,32872319,15857707,48730026
4,300000,29775826,12822045,42597871
4,300000,30419326,12594043,43013369
4,400000,40214656,16588429,56803085
4,400000,39255887,16992246,56248133
4,400000,40669306,16981434,57650740
4,400000,40406306,16968458,57374764
4,400000,39914670,17013944,56928614
4,400000,45814166,19764008,65578174
4,400000,42357742,16959195,59316937
4,400000,44588824,19094046,63682870
4,400000,46218868,19228219,65447087
4,400000,46008971,19755072,65764043
4,500000,50592299,21402280,71994579
4,500000,57227344,24382399,81609743
4,500000,57959552,24677145,82636697
4,500000,51314448,21246715,72561163
4,500000,50887646,20958831,71846477
4,500000,50991754,21135578,72127332
4,500000,50698434,21428837,72127271
4,500000,56248594,23901310,80149904
4,500000,56637254,24227183,80864437
4,500000,50667292,21388202,72055494
4,600000,68837857,28729710,97567567
4,600000,68792370,29449641,98242011
4,600000,61517450,25424848,86942298
4,600000,69300874,28778455,98079329
4,600000,69194084,28842554,98036638
4,600000,69392740,29183286,98576026
4,600000,69804353,29477818,99282171
4,600000,61410547,25478246,86888793
4,600000,61722226,25683179,87405405
4,600000,61255636,25416085,86671721
4,700000,72703300,29610424,102313724
4,700000,72909237,29351658,102260895
4,700000,73953478,29534207,103487685
4,700000,74125187,29659101,103784288
4,700000,73116033,29525404,102641437
4,700000,72314588,29354459,101669047
4,700000,81437882,33628365,115066247
4,700000,81410890,33492884,114903774
4,700000,73049474,29426579,102476053
4,700000,73843928,29289202,103133130
4,800000,93828762,39027622,132856384
4,800000,84736655,33967195,118703850
4,800000,85665298,34175907,119841205
4,800000,94854829,38772266,133627095
4,800000,83677838,34108478,117786316
4,800000,83959509,33996125,117955634
4,800000,83320127,33811284,117131411
4,800000,93915196,39179176,133094372
4,800000,83912927,33180409,117093336
4,800000,83000184,33841996,116842180
4,900000,107333680,43492198,150825878
4,900000,95131872,38197095,133328967
4,900000,95363535,37529873,132893408
4,900000,96035663,37901809,133937472
4,900000,107495579,43515302,151010881
4,900000,107458338,44162562,151620900
4,900000,94430653,38122418,132553071
4,900000,94532015,38230266,132762281
4,900000,94803656,37999062,132802718
4,900000,95126731,37712710,132839441
4,1000000,106640390,42220998,148861388
4,1000000,105620550,42073688,147694238
4,1000000,119825176,49139016,168964192
4,1000000,106843939,42337876,149181815
4,1000000,123510008,48172068,171682076
4,1000000,105795966,42053381,147849347
4,1000000,120824125,48295018,169119143
4,1000000,120394748,49175804,169570552
4,1000000,114414425,47195156,161609581
4,1000000,106330017,41922113,148252130
4,1000000,107069845,41976924,149046769
4,1000000,111520241,47722581,159242822
4,1000000,119348725,49280299,168629024
4,1000000,106436803,41964434,148401237
4,1000000,114451000,48899260,163350260
4,1000000,111575583,48870736,160446319
4,1000000,113982106,49176021,163158127
4,1000000,118197479,48434121,166631600
4,1000000,120029254,49037352,169066606
4,1000000,106731423,42395871,149127294
4,2000000,225447287,84098430,309545717
4,2000000,226300817,84282607,310583424
4,2000000,254058655,97840355,351899010
4,2000000,253975774,98626329,352602103
4,2000000,253751695,98095125,351846820
4,2000000,224849001,84188002,309037003
4,2000000,224425477,83817528,308243005
4,2000000,224655174,84329440,308984614
4,2000000,254635906,98455318,353091224
4,2000000,225845917,84001327,309847244
4,3000000,390294594,147555449,537850043
4,3000000,351109724,126443128,477552852
4,3000000,391896659,147528831,539425490
4,3000000,390687056,148047039,538734095
4,3000000,346730637,125488502,472219139
4,3000000,391270656,147053660,538324316
4,3000000,350409769,126281508,476691277
4,3000000,391961861,147742108,539703969
4,3000000,350272774,126184174,476456948
4,3000000,390333632,147070104,537403736
4,4000000,477010121,168423831,645433952
4,4000000,473885985,170162756,644048741
4,4000000,473722377,167639477,641361854
4,4000000,471916006,166767617,638683623
4,4000000,531372785,197130828,728503613
4,4000000,475984386,167150137,643134523
4,4000000,472223891,166978113,639202004
4,4000000,472354819,166883646,639238465
4,4000000,473481379,166925121,640406500
4,4000000,477707906,168546084,646253990
4,5000000,601016094,212851725,813867819
4,5000000,675635148,245085173,920720321
4,5000000,674917896,245315767,920233663
4,5000000,605827737,210228823,816056560
4,5000000,674839507,245814549,920654056
4,5000000,599812402,208467102,808279504
4,5000000,607368386,210179495,817547881
4,5000000,599119263,208827705,807946968
4,5000000,601831499,208820338,810651837
4,5000000,600360341,208919227,809279568
4,6000000,728755398,255577310,984332708
4,6000000,729841764,250753689,980595453
4,6000000,781802116,285481455,1067283571
4,6000000,818014412,287117777,1105132189
4,6000000,733887741,249916134,983803875
4,6000000,819164456,294863765,1114028221
4,6000000,728120830,250259260,978380090
4,6000000,728084463,255184184,983268647
4,6000000,726795632,250015474,976811106
4,6000000,817051580,284983564,1102035144
4,7000000,947299373,343659267,1290958640
