08/21/2013 01:04:03,10000,4
08/21/2013 01:04:03,10000,5
08/21/2013 01:04:04,10000,4
08/21/2013 01:04:04,10000,4
08/21/2013 01:04:05,10000,4
08/21/2013 01:04:05,10000,4
08/21/2013 01:04:06,10000,4
08/21/2013 01:04:06,10000,5
08/21/2013 01:04:07,10000,4
08/21/2013 01:04:07,10000,4
08/21/2013 01:04:07,20000,6
08/21/2013 01:04:08,20000,7
08/21/2013 01:04:08,20000,7
08/21/2013 01:04:09,20000,7
08/21/2013 01:04:09,20000,7
08/21/2013 01:04:10,20000,7
08/21/2013 01:04:10,20000,7
08/21/2013 01:04:11,20000,7
08/21/2013 01:04:11,20000,7
08/21/2013 01:04:11,20000,7
08/21/2013 01:04:12,30000,8
08/21/2013 01:04:12,30000,8
08/21/2013 01:04:13,30000,7
08/21/2013 01:04:13,30000,8
08/21/2013 01:04:14,30000,8
08/21/2013 01:04:14,30000,8
08/21/2013 01:04:15,30000,8
08/21/2013 01:04:15,30000,8
08/21/2013 01:04:16,30000,8
08/21/2013 01:04:16,30000,8
08/21/2013 01:04:16,40000,10
08/21/2013 01:04:17,40000,10
08/21/2013 01:04:17,40000,10
08/21/2013 01:04:18,40000,10
08/21/2013 01:04:18,40000,10
08/21/2013 01:04:19,40000,10
08/21/2013 01:04:19,40000,11
08/21/2013 01:04:20,40000,9
08/21/2013 01:04:20,40000,9
08/21/2013 01:04:21,40000,10
08/21/2013 01:04:21,50000,13
08/21/2013 01:04:22,50000,13
08/21/2013 01:04:22,50000,13
08/21/2013 01:04:22,50000,14
08/21/2013 01:04:23,50000,15
08/21/2013 01:04:23,50000,15
08/21/2013 01:04:24,50000,13
08/21/2013 01:04:24,50000,12
08/21/2013 01:04:25,50000,14
08/21/2013 01:04:25,50000,14
08/21/2013 01:04:26,60000,13
08/21/2013 01:04:26,60000,13
08/21/2013 01:04:27,60000,14
08/21/2013 01:04:27,60000,15
08/21/2013 01:04:28,60000,14
08/21/2013 01:04:28,60000,14
08/21/2013 01:04:29,60000,14
08/21/2013 01:04:29,60000,13
08/21/2013 01:04:30,60000,15
08/21/2013 01:04:30,60000,14
08/21/2013 01:04:31,70000,14
08/21/2013 01:04:31,70000,15
08/21/2013 01:04:31,70000,15
08/21/2013 01:04:32,70000,14
08/21/2013 01:04:32,70000,14
08/21/2013 01:04:33,70000,14
08/21/2013 01:04:33,70000,15
08/21/2013 01:04:34,70000,15
08/21/2013 01:04:34,70000,15
08/21/2013 01:04:35,70000,14
08/21/2013 01:04:35,80000,16
08/21/2013 01:04:36,80000,16
08/21/2013 01:04:36,80000,18
08/21/2013 01:04:37,80000,13
08/21/2013 01:04:37,80000,17
08/21/2013 01:04:38,80000,18
08/21/2013 01:04:38,80000,14
08/21/2013 01:04:39,80000,16
08/21/2013 01:04:39,80000,15
08/21/2013 01:04:40,80000,16
08/21/2013 01:04:40,90000,17
08/21/2013 01:04:41,90000,19
08/21/2013 01:04:41,90000,18
08/21/2013 01:04:42,90000,14
08/21/2013 01:04:42,90000,17
08/21/2013 01:04:43,90000,19
08/21/2013 01:04:43,90000,16
08/21/2013 01:04:44,90000,15
08/21/2013 01:04:44,90000,15
08/21/2013 01:04:45,90000,14
08/21/2013 01:04:45,100000,18
08/21/2013 01:04:46,100000,19
08/21/2013 01:04:46,100000,20
08/21/2013 01:04:47,100000,16
08/21/2013 01:04:47,100000,17
08/21/2013 01:04:48,100000,19
08/21/2013 01:04:48,100000,15
08/21/2013 01:04:49,100000,17
08/21/2013 01:04:49,100000,21
08/21/2013 01:04:50,100000,15
08/21/2013 01:04:50,100000,19
08/21/2013 01:04:51,100000,21
08/21/2013 01:04:51,100000,19
08/21/2013 01:04:52,100000,17
08/21/2013 01:04:52,100000,17
08/21/2013 01:04:53,100000,19
08/21/2013 01:04:53,100000,15
08/21/2013 01:04:53,100000,18
08/21/2013 01:04:54,100000,18
08/21/2013 01:04:54,100000,13
08/21/2013 01:04:55,200000,25
08/21/2013 01:04:56,200000,26
08/21/2013 01:04:56,200000,27
08/21/2013 01:04:57,200000,27
08/21/2013 01:04:57,200000,22
08/21/2013 01:04:58,200000,21
08/21/2013 01:04:58,200000,26
08/21/2013 01:04:59,200000,21
08/21/2013 01:04:59,200000,22
08/21/2013 01:05:00,200000,26
08/21/2013 01:05:00,300000,26
08/21/2013 01:05:01,300000,27
08/21/2013 01:05:02,300000,28
08/21/2013 01:05:02,300000,26
08/21/2013 01:05:03,300000,27
08/21/2013 01:05:03,300000,37
08/21/2013 01:05:04,300000,28
08/21/2013 01:05:04,300000,29
08/21/2013 01:05:05,300000,28
08/21/2013 01:05:06,300000,26
08/21/2013 01:05:06,400000,34
08/21/2013 01:05:07,400000,36
08/21/2013 01:05:08,400000,32
08/21/2013 01:05:09,400000,35
08/21/2013 01:05:09,400000,39
08/21/2013 01:05:10,400000,31
08/21/2013 01:05:11,400000,35
08/21/2013 01:05:12,400000,29
08/21/2013 01:05:13,400000,34
08/21/2013 01:05:13,400000,38
08/21/2013 01:05:14,500000,35
08/21/2013 01:05:15,500000,36
08/21/2013 01:05:16,500000,32
08/21/2013 01:05:17,500000,32
08/21/2013 01:05:18,500000,37
08/21/2013 01:05:19,500000,31
08/21/2013 01:05:19,500000,39
08/21/2013 01:05:20,500000,39
08/21/2013 01:05:21,500000,33
08/21/2013 01:05:22,500000,32
08/21/2013 01:05:23,600000,44
08/21/2013 01:05:24,600000,44
08/21/2013 01:05:25,600000,35
08/21/2013 01:05:26,600000,41
08/21/2013 01:05:27,600000,37
08/21/2013 01:05:28,600000,39
08/21/2013 01:05:29,600000,44
08/21/2013 01:05:30,600000,35
08/21/2013 01:05:31,600000,42
08/21/2013 01:05:32,600000,47
08/21/2013 01:05:33,700000,47
08/21/2013 01:05:34,700000,48
08/21/2013 01:05:35,700000,40
08/21/2013 01:05:36,700000,49
08/21/2013 01:05:37,700000,38
08/21/2013 01:05:38,700000,43
08/21/2013 01:05:39,700000,50
08/21/2013 01:05:40,700000,36
08/21/2013 01:05:41,700000,42
08/21/2013 01:05:42,700000,51
08/21/2013 01:05:43,800000,53
08/21/2013 01:05:44,800000,48
08/21/2013 01:05:45,800000,58
08/21/2013 01:05:47,800000,46
08/21/2013 01:05:48,800000,35
08/21/2013 01:05:49,800000,50
08/21/2013 01:05:50,800000,51
08/21/2013 01:05:51,800000,43
08/21/2013 01:05:52,800000,46
08/21/2013 01:05:53,800000,43
08/21/2013 01:05:54,900000,49
08/21/2013 01:05:56,900000,44
08/21/2013 01:05:57,900000,48
08/21/2013 01:05:58,900000,46
08/21/2013 01:05:59,900000,47
08/21/2013 01:06:00,900000,48
08/21/2013 01:06:02,900000,54
08/21/2013 01:06:03,900000,54
08/21/2013 01:06:04,900000,45
08/21/2013 01:06:05,900000,49
08/21/2013 01:06:06,1000000,46
08/21/2013 01:06:08,1000000,52
08/21/2013 01:06:09,1000000,60
08/21/2013 01:06:10,1000000,47
08/21/2013 01:06:12,1000000,45
08/21/2013 01:06:13,1000000,54
08/21/2013 01:06:14,1000000,51
08/21/2013 01:06:15,1000000,56
08/21/2013 01:06:17,1000000,49
08/21/2013 01:06:18,1000000,49
08/21/2013 01:06:19,1000000,58
08/21/2013 01:06:21,1000000,43
08/21/2013 01:06:22,1000000,59
08/21/2013 01:06:23,1000000,45
08/21/2013 01:06:24,1000000,49
08/21/2013 01:06:26,1000000,50
08/21/2013 01:06:27,1000000,58
08/21/2013 01:06:28,1000000,46
08/21/2013 01:06:30,1000000,56
08/21/2013 01:06:31,1000000,54
08/21/2013 01:06:33,2000000,105
08/21/2013 01:06:35,2000000,96
08/21/2013 01:06:38,2000000,101
08/21/2013 01:06:40,2000000,107
08/21/2013 01:06:42,2000000,94
08/21/2013 01:06:44,2000000,93
08/21/2013 01:06:47,2000000,91
08/21/2013 01:06:49,2000000,96
08/21/2013 01:06:51,2000000,101
08/21/2013 01:06:53,2000000,94
08/21/2013 01:06:56,3000000,117
08/21/2013 01:07:00,3000000,122
08/21/2013 01:07:03,3000000,128
08/21/2013 01:07:06,3000000,113
08/21/2013 01:07:09,3000000,132
08/21/2013 01:07:12,3000000,123
08/21/2013 01:07:15,3000000,122
08/21/2013 01:07:18,3000000,129
08/21/2013 01:07:21,3000000,123
08/21/2013 01:07:25,3000000,104
08/21/2013 01:07:29,4000000,152
08/21/2013 01:07:34,4000000,148
08/21/2013 01:07:38,4000000,150
08/21/2013 01:07:43,4000000,156
08/21/2013 01:07:47,4000000,155
08/21/2013 01:07:52,4000000,153
08/21/2013 01:07:57,4000000,164
08/21/2013 01:08:01,4000000,176
08/21/2013 01:08:04,4000000,164
08/21/2013 01:08:09,4000000,147
08/21/2013 01:08:14,5000000,211
08/21/2013 01:08:19,5000000,196
08/21/2013 01:08:24,5000000,189
08/21/2013 01:08:29,5000000,199
08/21/2013 01:08:33,5000000,183
08/21/2013 01:08:38,5000000,214
08/21/2013 01:08:43,5000000,173
08/21/2013 01:08:48,5000000,184
08/21/2013 01:08:53,5000000,212
08/21/2013 01:08:58,5000000,177
08/21/2013 01:09:05,6000000,223
08/21/2013 01:09:12,6000000,218
08/21/2013 01:09:20,6000000,230
08/21/2013 01:09:26,6000000,233
08/21/2013 01:09:34,6000000,275
08/21/2013 01:09:40,6000000,224
08/21/2013 01:09:48,6000000,241
08/21/2013 01:09:54,6000000,267
08/21/2013 01:10:01,6000000,236
08/21/2013 01:10:08,6000000,266
08/21/2013 01:10:17,7000000,270
08/21/2013 01:10:25,7000000,271
08/21/2013 01:10:34,7000000,311
08/21/2013 01:10:42,7000000,319
08/21/2013 01:10:51,7000000,248
08/21/2013 01:10:59,7000000,265
08/21/2013 01:11:08,7000000,308
08/21/2013 01:11:16,7000000,272
08/21/2013 01:11:25,7000000,273
08/21/2013 01:11:33,7000000,259
08/21/2013 01:11:43,8000000,376
08/21/2013 01:11:52,8000000,340
08/21/2013 01:12:02,8000000,277
08/21/2013 01:12:11,8000000,291
08/21/2013 01:12:21,8000000,346
08/21/2013 01:12:30,8000000,363
08/21/2013 01:12:40,8000000,271
08/21/2013 01:12:50,8000000,272
08/21/2013 01:12:59,8000000,352
08/21/2013 01:13:09,8000000,330
08/21/2013 01:13:19,9000000,339
08/21/2013 01:13:29,9000000,368
08/21/2013 01:13:39,9000000,415
08/21/2013 01:13:49,9000000,347
08/21/2013 01:13:59,9000000,344
08/21/2013 01:14:09,9000000,420
08/21/2013 01:14:19,9000000,353
08/21/2013 01:14:28,9000000,404
08/21/2013 01:14:38,9000000,378
08/21/2013 01:14:48,9000000,398
08/21/2013 01:15:01,10000000,435
08/21/2013 01:15:13,10000000,452
08/21/2013 01:15:26,10000000,462
08/21/2013 01:15:38,10000000,361
08/21/2013 01:15:51,10000000,363
08/21/2013 01:16:04,10000000,434
08/21/2013 01:16:16,10000000,379
08/21/2013 01:16:28,10000000,456
08/21/2013 01:16:41,10000000,458
08/21/2013 01:16:54,10000000,493
08/21/2013 01:17:06,10000000,445
08/21/2013 01:17:19,10000000,445
08/21/2013 01:17:31,10000000,448
08/21/2013 01:17:44,10000000,408
08/21/2013 01:17:56,10000000,465
08/21/2013 01:18:09,10000000,473
08/21/2013 01:18:21,10000000,477
08/21/2013 01:18:34,10000000,457
08/21/2013 01:18:46,10000000,427
08/21/2013 01:18:59,10000000,418
08/21/2013 01:19:23,20000000,777
08/21/2013 01:19:48,20000000,860
08/21/2013 01:20:12,20000000,937
08/21/2013 01:20:36,20000000,1002
08/21/2013 01:21:00,20000000,857
08/21/2013 01:21:24,20000000,784
08/21/2013 01:21:48,20000000,969
08/21/2013 01:22:12,20000000,956
08/21/2013 01:22:36,20000000,745
08/21/2013 01:23:00,20000000,997
08/21/2013 01:23:40,30000000,1511
08/21/2013 01:24:17,30000000,1566
08/21/2013 01:24:53,30000000,1225
08/21/2013 01:25:31,30000000,1210
08/21/2013 01:26:07,30000000,1415
08/21/2013 01:26:44,30000000,1427
08/21/2013 01:27:18,30000000,1183
08/21/2013 01:27:54,30000000,1460
08/21/2013 01:28:30,30000000,1650
08/21/2013 01:29:07,30000000,1498
08/21/2013 01:30:02,40000000,2082
08/21/2013 01:30:52,40000000,1675
08/21/2013 01:31:40,40000000,1704
08/21/2013 01:32:35,40000000,2207
08/21/2013 01:33:23,40000000,1497
08/21/2013 01:34:13,40000000,1840
08/21/2013 01:35:05,40000000,1640
08/21/2013 01:35:54,40000000,1990
08/21/2013 01:36:47,40000000,2019
08/21/2013 01:37:38,40000000,1727
08/21/2013 01:38:41,50000000,2568
08/21/2013 01:39:46,50000000,2704
08/21/2013 01:40:45,50000000,2622
08/21/2013 01:41:51,50000000,2717
08/21/2013 01:42:55,50000000,2762
08/21/2013 01:44:00,50000000,2729
08/21/2013 01:45:04,50000000,1938
08/21/2013 01:46:09,50000000,2066
08/21/2013 01:47:13,50000000,2131
08/21/2013 01:48:19,50000000,2084
08/21/2013 01:49:39,60000000,2950
08/21/2013 01:50:53,60000000,3060
08/21/2013 01:52:13,60000000,3221
08/21/2013 01:53:32,60000000,2702
08/21/2013 01:54:46,60000000,2824
08/21/2013 01:56:07,60000000,3206
08/21/2013 01:57:27,60000000,3222
08/21/2013 01:58:47,60000000,2543
08/21/2013 02:00:00,60000000,2549
08/21/2013 02:01:14,60000000,3022
08/21/2013 02:02:07,70000000,3011
08/21/2013 02:03:05,70000000,3904
08/21/2013 02:03:56,70000000,2888
08/21/2013 02:04:51,70000000,3736
08/21/2013 02:05:52,70000000,3689
08/21/2013 02:06:43,70000000,3046
08/21/2013 02:07:40,70000000,3700
08/21/2013 02:08:36,70000000,3024
08/21/2013 02:09:29,70000000,3776
08/21/2013 02:10:26,70000000,3093
08/21/2013 02:11:26,80000000,4536
08/21/2013 02:12:28,80000000,4356
08/21/2013 02:13:28,80000000,4372
08/21/2013 02:14:26,80000000,3667
08/21/2013 02:15:25,80000000,4447
08/21/2013 02:16:20,80000000,4577
08/21/2013 02:17:16,80000000,3493
08/21/2013 02:18:17,80000000,3926
08/21/2013 02:19:19,80000000,4370
08/21/2013 02:20:19,80000000,4509
08/21/2013 02:21:22,90000000,3879
08/21/2013 02:22:26,90000000,4346
08/21/2013 02:23:33,90000000,5103
08/21/2013 02:24:37,90000000,4867
08/21/2013 02:25:42,90000000,4902
08/21/2013 02:26:47,90000000,4986
08/21/2013 02:27:54,90000000,4888
08/21/2013 02:29:10,90000000,4912
08/21/2013 02:30:17,90000000,5401
08/21/2013 02:31:24,90000000,4474
08/21/2013 02:32:37,100000000,4715
08/21/2013 02:33:56,100000000,4951
08/21/2013 02:35:14,100000000,4456
08/21/2013 02:36:26,100000000,4430
08/21/2013 02:37:43,100000000,4399
08/21/2013 02:39:02,100000000,4478
08/21/2013 02:40:21,100000000,5819
08/21/2013 02:41:39,100000000,5653
08/21/2013 02:42:52,100000000,4415
08/21/2013 02:44:10,100000000,5775
